LGA_Name,State,Latitude,Longitude,Cluster_Label,Risk_Level
Toto,Nasarawa,8.388021,7.078199,0,High
Wamba,Nasarawa,8.93333333,8.6,0,High
Agaie,Niger,9.01666667,6.31666667,0,High
Agwara,Niger,10.7,4.58333333,0,High
Bida,Niger,9.08333333,6.01666667,0,High
Borgu,Niger,11.0,3.5,0,High
Bosso,Niger,9.651457,6.526626,0,High
Chanchaga,Niger,9.61388889,6.55694444,0,High
Edati,Niger,9.05,5.65,0,High
Gbako,Niger,9.26666667,5.98333333,0,High
Gurara,Niger,9.35,7.08333333,0,High
Katcha,Niger,9.15,6.23333333,0,High
Kontagora,Niger,10.403,5.473,0,High
Lapai,Niger,8.81666667,6.68333333,0,High
Lavun,Niger,9.45,5.63333333,0,High
Magama,Niger,10.46666667,5.05,0,High
Mariga,Niger,10.7,5.83333333,0,High
Mashegu,Niger,9.95,5.21666667,0,High
Mokwa,Niger,9.2,5.33333333,0,High
Munya,Niger,9.78333,7.03333,0,High
Paikoro,Niger,9.43333,6.63333,0,High
Rafi,Niger,10.18444444,6.25333333,0,High
Rijau,Niger,11.1,5.26666667,0,High
Shiroro,Niger,9.95694444,6.83194444,0,High
Suleja,Niger,9.18333333,7.18333333,0,High
Tafa,Niger,9.25,7.25,0,High
Wushishi,Niger,9.721763,6.111317,0,High
Abeokuta North,Ogun,7.2,3.2,0,High
Abeokuta South,Ogun,7.15,3.35,0,High
Ado-Odo/Ota,Ogun,6.63333333,3.1,0,High
Ewekoro,Ogun,6.93333333,3.21666667,0,High
Ifo,Ogun,6.81666667,3.2,0,High
Ijebu East,Ogun,6.73333333,4.16666667,0,High
Ijebu North,Ogun,6.95,4.0,0,High
Ijebu North East,Ogun,6.9,4.01666667,0,High
Ijebu Ode,Ogun,6.82083333,3.92083333,0,High
Ikenne,Ogun,6.86666667,3.71666667,0,High
Imeko Afon,Ogun,7.63333333,2.86666667,0,High
Ipokia,Ogun,6.53333333,2.85,0,High
Obafemi Owode,Ogun,6.95,3.5,0,High
Odeda,Ogun,7.21666667,3.51666667,0,High
Odogbolu,Ogun,6.76666667,3.8,0,High
Ogun Waterside,Ogun,6.48333333,4.4,0,High
Remo North,Ogun,7.0,3.71666667,0,High
Shagamu,Ogun,6.83333333,3.65,0,High
Yewa North,Ogun,7.15,2.91666667,0,High
Yewa South,Ogun,6.8,2.95,0,High
Akoko North East,Ondo,7.516667,5.75,0,High
Akoko North West,Ondo,7.643346,5.76057,0,High
Akoko South East,Ondo,7.451155,5.910301,0,High
Akoko South West,Ondo,7.45439,5.801639,0,High
Akure North,Ondo,7.26277778,5.31583333,0,High
Akure South,Ondo,7.2075,5.18833333,0,High
Ese Odo,Ondo,6.25754,5.000496,0,High
Idanre,Ondo,7.09222222,5.13222222,0,High
Ifedore,Ondo,7.343085,5.108323,0,High
Ilaje,Ondo,6.369232,4.784181,0,High
Ile Oluji/Okeigbo,Ondo,7.166442,4.724235,0,High
Irele,Ondo,6.48333333,4.86666667,0,High
Odigbo,Ondo,6.793915,4.867455,0,High
Okitipupa,Ondo,6.55,4.71666667,0,High
Ondo East,Ondo,7.065508,4.931343,0,High
Ondo West,Ondo,7.09727,4.84115,0,High
Ose,Ondo,6.922762,5.777478,0,High
Owo,Ondo,7.18333333,5.58333333,0,High
Ayedaade,Osun,7.31666667,4.35,0,High
Aiyedire,Osun,7.56666667,4.23333333,0,High
Atakunmosa East,Osun,7.48333,4.78333,0,High
Atakunmosa West,Osun,7.55,4.66667,0,High
Boluwaduro,Osun,7.9,4.81666667,0,High
Boripe,Osun,7.86666667,4.65833333,0,High
Ede North,Osun,7.73333333,4.48333333,0,High
Ede South,Osun,7.7,4.45,0,High
Egbedore,Osun,7.81666667,4.43333333,0,High
Ejigbo,Osun,7.9,4.315,0,High
Ife Central,Osun,7.55,4.53333333,0,High
Ife East,Osun,7.45,4.6,0,High
Ife North,Osun,7.36666667,4.46666667,0,High
Ife South,Osun,7.2,4.6,0,High
Ifedayo,Osun,7.95,4.98333333,0,High
Ifelodun,Osun,7.91667,4.66667,0,High
Ila,Osun,8.01666667,4.9,0,High
Ilesa East,Osun,7.61666667,4.76666667,0,High
Ilesa West,Osun,7.65,4.71666667,0,High
Irepodun,Osun,7.83333,4.48333,0,High
Irewole,Osun,7.41666667,4.21666667,0,High
Isokan,Osun,7.3,4.18333333,0,High
Iwo,Osun,7.63333333,4.18333333,0,High
Obokun,Osun,7.78333333,4.76666667,0,High
Odo-Otin,Osun,8.01666667,4.7,0,High
Ola-Oluwa,Osun,7.78333333,4.21666667,0,High
Olorunda,Osun,7.86666667,4.58333333,0,High
Oriade,Osun,7.58333333,4.86666667,0,High
Orolu,Osun,7.9,4.45,0,High
Osogbo,Osun,7.76666667,4.56666667,0,High
Afijio,Oyo,7.8,3.9,0,High
Akinyele,Oyo,7.523735,3.914781,0,High
Atiba,Oyo,7.849454,3.930354,0,High
Atisbo,Oyo,8.549788,3.45,0,High
Egbeda,Oyo,7.381337,3.966501,0,High
Ibadan North,Oyo,7.403239,3.913107,0,High
Ibadan North East,Oyo,7.401536,3.938985,0,High
Ibadan North West,Oyo,7.395799,3.881569,0,High
Ibadan South East,Oyo,7.37577,3.897557,0,High
Ibadan South West,Oyo,7.396389,3.916667,0,High
Ibarapa Central,Oyo,7.435346,3.288581,0,High
Ibarapa East,Oyo,7.549722,3.45,0,High
Ibarapa North,Oyo,7.564226,3.229916,0,High
Ido,Oyo,7.507354,3.719376,0,High
Irepo,Oyo,7.350425,3.880304,0,High
Iseyin,Oyo,7.96666667,3.6,0,High
Itesiwaju,Oyo,7.358763,3.959258,0,High
Iwajowa,Oyo,7.983269,3.05274,0,High
Kajola,Oyo,8.037685,3.348942,0,High
Lagelu,Oyo,7.495026,4.073009,0,High
Ogbomosho North,Oyo,8.133333,4.25,0,High
Ogbomosho South,Oyo,8.11791,4.239092,0,High
Ogo Oluwa,Oyo,8.13524,4.24006,0,High
Olorunsogo,Oyo,8.752377,4.130988,0,High
Oluyole,Oyo,7.218,3.892,0,High
Ona Ara,Oyo,7.225568,4.026554,0,High
Oorelope,Oyo,8.833333,3.75,0,High
Ori Ire,Oyo,8.33423,4.14423,0,High
Oyo East,Oyo,7.882092,3.998755,0,High
Oyo West,Oyo,7.94157,3.8218,0,High
Saki East,Oyo,8.628418,3.640723,0,High
Saki West,Oyo,8.666667,3.4,0,High
Surulere,Oyo,6.5,3.35,0,High
Barkin Ladi,Plateau,9.56667,8.91667,0,High
Bassa,Plateau,10.0833,8.73333,0,High
Bokkos,Plateau,9.25,8.88333333,0,High
Jos East,Plateau,9.91666667,9.1,0,High
Jos North,Plateau,9.91666667,8.9,0,High
Jos South,Plateau,9.76666667,8.8,0,High
Kanam,Plateau,9.56601387018746,9.991505892537331,0,High
Kanke,Plateau,9.3671789,9.639354933485455,0,High
Langtang North,Plateau,9.13333333,9.78333333,0,High
Langtang South,Plateau,8.63333333,9.8,0,High
Mangu,Plateau,9.43333333,9.13333333,0,High
Mikang,Plateau,9.0,9.58333333,0,High
Pankshin,Plateau,9.327248,9.431291,0,High
Qua'an Pan,Plateau,8.8,9.15,0,High
Riyom,Plateau,9.56666667,8.66666667,0,High
Shendam,Plateau,8.71666667,9.5,0,High
Wase,Plateau,9.1,9.96666667,0,High
Abua-Odual,Rivers,4.82972222,6.5675,0,High
Ahoada East,Rivers,5.06833333,6.64666667,0,High
Ahoada West,Rivers,5.08638889,6.47527778,0,High
Akuku-Toru,Rivers,4.56,6.74972222,0,High
Andoni,Rivers,4.54916667,7.44638889,0,High
Asari-Toru,Rivers,4.78333333,6.85,0,High
Bonny,Rivers,4.43333333,7.16666667,0,High
Degema,Rivers,4.57416667,6.93805556,0,High
Eleme,Rivers,4.7875,7.14361111,0,High
Emohua,Rivers,4.88333333,6.86666667,0,High
Etche,Rivers,4.99,7.05,0,High
Gokana,Rivers,4.65972222,7.2825,0,High
Ikwerre,Rivers,5.055143,6.922417,0,High
Khana,Rivers,4.7,7.35,0,High
Obio/Akpor,Rivers,4.874902,6.999767,0,High
Ogba/Egbema/Ndoni,Rivers,5.34166944,6.65556111,0,High
Ogu/Bolo,Rivers,4.65055556,7.18305556,0,High
Okrika,Rivers,4.74,7.083,0,High
Omuma,Rivers,4.969419,7.020821,0,High
Opobo/Nkoro,Rivers,4.56805556,7.55277778,0,High
Oyigbo,Rivers,4.87806111,7.12833056,0,High
Port Harcourt,Rivers,4.82416667,7.03361111,0,High
Tai,Rivers,4.71666667,7.3,0,High
Binji,Sokoto,13.21666667,4.91666667,0,High
Bodinga,Sokoto,12.88333333,5.16666667,0,High
Dange/Shuni,Sokoto,12.85,5.35,0,High
Gada,Sokoto,13.76666667,5.66666667,0,High
Goronyo,Sokoto,13.45305556,5.67638889,0,High
Gudu,Sokoto,13.46666667,4.43333333,0,High
Gwadabawa,Sokoto,13.3697,5.23,0,High
Illela,Sokoto,13.7325,5.30027778,0,High
Isa,Sokoto,13.20027778,6.40722222,0,High
Kware,Sokoto,13.21805556,5.26722222,0,High
Rabah,Sokoto,13.11666667,5.51666667,0,High
Sabon Birni,Sokoto,13.5611,6.325,0,High
Shagari,Sokoto,12.63333333,5.0,0,High
Silame,Sokoto,13.03333333,4.85,0,High
Sokoto North,Sokoto,13.05,5.23333333,0,High
Sokoto South,Sokoto,13.05,5.21666667,0,High
Tambuwal,Sokoto,12.31666667,4.8,0,High
Tangaza,Sokoto,13.5167,4.96667,0,High
Tureta,Sokoto,12.58944444,5.54694444,0,High
Wamako,Sokoto,13.03777778,5.09361111,0,High
Wurno,Sokoto,13.28416667,5.4275,0,High
Yabo,Sokoto,12.71916667,5.00616667,0,High
Kebbe,Sokoto,12.13333333,4.73333333,0,High
Ardo Kola,Taraba,8.8467,11.2067,0,High
Bali,Taraba,7.854286164866859,10.963562199223984,0,High
Donga,Taraba,7.55,10.28333333,0,High
Gashaka,Taraba,7.506556,11.364155,0,High
Gassol,Taraba,8.4,10.5333,0,High
Ibi,Taraba,8.31666667,9.85,0,High
Jalingo,Taraba,8.9,11.36666667,0,High
Karim Lamido,Taraba,9.2,10.8833,0,High
Kurmi,Taraba,8.708857,10.080541,0,High
Lau,Taraba,9.18694444,11.42,0,High
Sardauna,Taraba,6.95,11.116667,0,High
Takum,Taraba,7.25,9.98333333,0,High
Ussa,Taraba,7.11666667,10.08333333,0,High
Wukari,Taraba,7.85,9.78333333,0,High
Yorro,Taraba,8.749986,11.616698,0,High
Zing,Taraba,8.993239,11.740887,0,High
Bade,Yobe,12.86666667,10.96666667,0,High
Bursari,Yobe,12.75,11.76666667,0,High
Damaturu,Yobe,11.74444444,11.96111111,0,High
Fika,Yobe,11.41666667,11.21666667,0,High
Fune,Yobe,11.88333333,11.9,0,High
Geidam,Yobe,12.71666667,12.03333333,0,High
Gujba,Yobe,11.49777778,11.93083333,0,High
Gulani,Yobe,11.0,11.71666667,0,High
Jakusko,Yobe,12.41666667,10.93333333,0,High
Karasuwa,Yobe,13.0,10.78333333,0,High
Machina,Yobe,13.1,10.0,0,High
Nangere,Yobe,11.85,10.96666667,0,High
Nguru,Yobe,12.875,10.458333,0,High
Potiskum,Yobe,11.7092,11.0694,0,High
Tarmuwa,Yobe,12.2,11.78333333,0,High
Yunusari,Yobe,13.11666667,11.73333333,0,High
Yusufari,Yobe,13.18333333,10.85,0,High
Anka,Zamfara,11.98333333,6.03333333,0,High
Bakura,Zamfara,12.15,5.9,0,High
Birnin Magaji/Kiyaw,Zamfara,12.46666667,6.9,0,High
Bukkuyum,Zamfara,12.0,5.61666667,0,High
Bungudu,Zamfara,12.15,6.5,0,High
Gummi,Zamfara,12.05,5.16666667,0,High
Gusau,Zamfara,12.166667,6.666667,0,High
Kaura Namoda,Zamfara,12.6,6.589722,0,High
Maradun,Zamfara,12.75,6.28333333,0,High
Maru,Zamfara,11.6,6.28333333,0,High
Shinkafi,Zamfara,13.03333333,6.51666667,0,High
Talata Mafara,Zamfara,12.35,6.06666667,0,High
Tsafe,Zamfara,11.93333333,6.9,0,High
Zurmi,Zamfara,12.85,6.73333333,0,High
